transactionId,userId,amount,log_amount,hour,dow,is_night,cnt_60s,cnt_300s,cnt_3600s,cnt_86400s,sum_60s,sum_300s,sum_3600s,sum_86400s,is_new_device,is_new_payee,is_new_city,mean_amt_30d,std_amt_30d,z_amt_30d,ch_mobile,ch_ussd,ch_web,is_fraud
TXNuser_0000-671172318,user_0000,13927.21,9.541671558876002,19,4,0,0,0,0,3,0.0,0.0,0.0,58014.15,0,0,0,14719.653333333334,25251.864786855396,-0.031381576767583234,False,True,False,0
TXNuser_0000-489763715,user_0000,18525.26,9.826944464045622,2,5,1,0,0,0,4,0.0,0.0,0.0,71941.36,0,0,0,14702.426304347826,24969.98554905107,0.15309715290553907,False,True,False,0
TXNuser_0000-177542247,user_0000,3857.66,8.25807525192921,5,5,0,0,0,0,5,0.0,0.0,0.0,90466.62,0,0,0,14783.76319148936,24703.375559021864,-0.44229191129708034,False,True,False,0
TXNuser_0000-614765360,user_0000,6318.89,8.751457081926143,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,14556.136041666667,24489.990920168315,-0.3363515351442218,False,True,False,0
TXNuser_0000-936003882,user_0000,5784.99,8.663194757224874,5,1,0,0,0,0,1,0.0,0.0,0.0,6318.89,0,0,0,14388.028979591838,24262.09804784935,-0.3545875943055317,False,False,True,0
TXNuser_0000-782841480,user_0000,3853.92,8.25710553351232,15,1,0,0,0,0,2,0.0,0.0,0.0,12103.880000000001,0,0,0,14215.968200000001,24044.05111834447,-0.43096099525816806,False,True,False,0
TXNuser_0000-95954148,user_0000,52755.58,10.873443782895501,10,2,0,0,0,0,1,0.0,0.0,0.0,3853.92,0,1,0,14012.790784313727,23846.58047755324,1.6246685453352447,False,True,False,1
TXNuser_0000-523109143,user_0000,6325.54,8.75250876222057,13,2,0,0,0,0,2,0.0,0.0,0.0,56609.5,0,0,0,14757.844423076924,24215.174420813433,-0.3482239804074748,False,True,False,0
TXNuser_0000-931304999,user_0000,8829.31,9.085945400569518,13,2,0,0,0,1,3,0.0,0.0,6325.54,62935.04,0,0,0,14598.744339622643,24009.161096619133,-0.24030137148086653,False,True,False,0
TXNuser_0000-419189692,user_0000,4184.34,8.339343222156435,17,2,0,0,0,0,3,0.0,0.0,0.0,67910.43000000001,0,0,0,14491.902962962966,23794.53735454371,-0.4331903079004255,False,False,True,0
TXNuser_0000-762769614,user_0000,7185.39,8.879944238396718,19,2,0,0,0,0,4,0.0,0.0,0.0,72094.77,0,0,0,14304.49272727273,23614.12576742224,-0.30147644665694784,False,True,False,0
TXNuser_0000-148635588,user_0000,11483.27,9.348733551936363,8,3,0,0,0,0,5,0.0,0.0,0.0,79280.16,0,0,0,14266.732000000002,23623.99647810349,-0.11782350215722072,False,True,False,0
TXNuser_0000-553440072,user_0000,3560.26,8.177869693810983,9,3,0,0,0,1,6,0.0,0.0,11483.27,90763.43000000001,0,0,0,14217.027321428572,23411.20269050831,-0.45519948130427246,False,True,False,0
TXNuser_0000-986644913,user_0000,10474.72,9.256815477511722,3,4,1,0,0,0,2,0.0,0.0,0.0,15043.53,0,0,0,13986.743272727274,23540.196946603446,-0.14919260364276668,False,True,False,0
TXNuser_0000-637436809,user_0000,1666.33,7.418978823567136,9,4,0,0,0,0,2,0.0,0.0,0.0,14034.98,0,0,0,13924.028571428573,23329.93440171625,-0.525406473947344,False,True,False,0
TXNuser_0000-454863643,user_0000,2156.57,7.676737867390701,3,5,1,0,0,0,2,0.0,0.0,0.0,12141.05,0,0,0,13859.278214285716,23359.33983678735,-0.5009862562920447,False,True,False,0
TXNuser_0000-738487845,user_0000,8458.71,9.043070173052921,4,6,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,13755.207678571429,23398.937717213652,-0.22635633047029355,False,True,False,0
TXNuser_0000-778210687,user_0000,4459.72,8.403065466962465,18,6,0,0,0,0,1,0.0,0.0,0.0,8458.71,0,0,0,13850.393571428573,23365.740300000027,-0.40189925296005113,False,False,True,0
TXNuser_0000-623691556,user_0000,819.63,6.7100723379554825,1,0,1,0,0,0,2,0.0,0.0,0.0,12918.43,0,0,0,13685.644912280703,23189.55958755748,-0.554819286830443,False,False,True,1
TXNuser_0000-854492296,user_0000,5380.93,8.590802324884914,16,0,0,0,0,0,2,0.0,0.0,0.0,5279.35,0,0,0,13463.817068965518,23047.242874954183,-0.350709501905294,False,True,False,0
TXNuser_0000-6467898,user_0000,5090.84,8.535394537345443,18,0,0,0,0,0,2,0.0,0.0,0.0,6200.56,0,0,0,13326.818983050849,22871.9161324797,-0.3600913423845233,True,False,False,0
TXNuser_0000-288511795,user_0000,2329.58,7.753872442621178,22,0,0,0,0,0,3,0.0,0.0,0.0,11291.400000000001,0,0,0,13284.353559322033,22885.06133195369,-0.4786866594072102,False,False,True,0
TXNuser_0000-846281780,user_0000,6858.02,8.83331985337202,1,1,1,0,0,0,4,0.0,0.0,0.0,13620.980000000001,0,0,0,13101.774,22734.3228948346,-0.274639980653157,False,False,True,0
TXNuser_0000-548719504,user_0000,14414.81,9.576080799961042,20,1,0,0,0,0,2,0.0,0.0,0.0,9187.6,0,0,0,12999.41737704918,22558.243942495457,0.06274391865603014,False,True,False,0
TXNuser_0000-16733693,user_0000,3412.65,8.1355373790597,6,2,0,0,0,0,1,0.0,0.0,0.0,14414.81,0,0,0,14330.191785714283,23174.313269461953,-0.4711052991633163,False,True,False,0
TXNuser_0000-71131032,user_0000,7773.89,8.958654589037385,16,2,0,0,0,0,2,0.0,0.0,0.0,17827.46,0,0,0,14318.361964285712,23179.81180311267,-0.28233499132235823,False,True,False,0
TXNuser_0000-371785364,user_0000,10967.32,9.302766396600644,21,2,0,0,0,0,2,0.0,0.0,0.0,11186.54,0,0,0,14203.546666666665,22988.265968485994,-0.14077732835974333,False,False,True,0
TXNuser_0000-255227296,user_0000,7951.07,8.981187551114568,2,3,1,0,0,0,3,0.0,0.0,0.0,22153.86,0,0,0,14147.74965517241,22789.684276305918,-0.27190721819762126,True,False,False,0
TXNuser_0000-418949963,user_0000,4845.2,8.485950171676306,2,3,1,0,0,1,4,0.0,0.0,7951.07,30104.93,0,0,0,14042.721186440675,22606.766399173586,-0.406848154399335,False,True,False,0
TXNuser_0000-462196802,user_0000,7726.82,8.952582083695628,1,4,1,0,0,0,2,0.0,0.0,0.0,12796.27,0,0,0,12041.258474576267,17436.24068041428,-0.24744086490057313,False,True,False,0
TXNuser_0000-947903334,user_0000,6314.76,8.750803375920187,20,5,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,11779.258749999997,17691.982787347093,-0.3088686449496256,False,True,False,0
TXNuser_0000-971491158,user_0000,69225.64,11.145141038621666,4,2,1,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,11850.850784313723,18276.48640551207,3.1392680158907575,False,True,False,1
TXNuser_0000-920536639,user_0000,2945.12,7.988244329390557,8,2,0,0,0,0,1,0.0,0.0,0.0,69225.64,0,0,0,12994.87705882353,19962.80222479182,-0.5034241658890317,False,True,False,0
TXNuser_0001-317151676,user_0001,10049.77,9.215404527467719,3,1,1,0,0,0,0,0.0,0.0,0.0,0.0,1,1,1,,,,False,True,False,0
TXNuser_0001-143263679,user_0001,7964.87,8.98292144425116,7,1,0,0,0,0,1,0.0,0.0,0.0,10049.77,1,1,0,10049.77,0.0,,False,False,True,0
TXNuser_0001-713768158,user_0001,7969.73,8.983531361065367,15,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,9007.32,1474.2469280958335,-0.7038101828302074,False,False,True,0
TXNuser_0001-515563822,user_0001,92480.24,11.434761092120812,3,3,1,0,0,0,1,0.0,0.0,0.0,7969.73,0,1,0,8661.456666666667,1202.3170707152644,69.71437516350751,False,True,False,1
TXNuser_0001-507609371,user_0001,9458.34,9.154757892170203,6,3,0,0,0,0,2,0.0,0.0,0.0,100449.97,0,1,0,29616.1525,41920.88764282581,-0.4808536658800863,False,True,False,0
TXNuser_0001-108145786,user_0001,4362.13,8.380944968691635,21,3,0,0,0,0,2,0.0,0.0,0.0,101938.58,0,0,0,25584.59,37407.05944776802,-0.567338366428754,False,True,False,1
TXNuser_0001-5707843,user_0001,6522.67,8.783192379996823,6,4,0,0,0,0,2,0.0,0.0,0.0,13820.470000000001,0,1,0,22047.513333333332,34561.48065836223,-0.4491949719051479,False,True,False,0
TXNuser_0001-859968644,user_0001,75116.65,11.226810830112727,10,4,0,0,0,0,2,0.0,0.0,0.0,10884.8,1,0,0,19829.678571428572,32091.1954430871,1.7228080993935369,False,False,True,1
TXNuser_0001-222706157,user_0001,11355.84,9.337575484564882,9,5,0,0,0,0,1,0.0,0.0,0.0,75116.65,0,0,0,26740.55,35564.10109792538,-0.4325909983676619,False,True,False,0
TXNuser_0001-55998633,user_0001,115841.27,11.65998480342202,20,5,0,0,0,0,1,0.0,0.0,0.0,11355.84,0,1,0,25031.137777777778,33660.11641913719,2.6978555597209057,False,True,False,1
TXNuser_0001-657369554,user_0001,4706.2,8.456848530407118,0,6,1,0,0,0,2,0.0,0.0,0.0,127197.11,0,0,0,34112.151,42799.09085430397,-0.6870695244462856,False,False,True,0
TXNuser_0001-907909610,user_0001,8105.66,9.000441225043234,0,0,1,0,0,0,1,0.0,0.0,0.0,4706.2,0,0,0,31438.88272727273,41559.547110106265,-0.5614407362393673,False,True,False,0
TXNuser_0001-263714352,user_0001,8178.14,9.009342289595448,10,0,0,0,0,0,1,0.0,0.0,0.0,8105.66,0,0,0,29494.4475,40193.88115189044,-0.5303371281675153,False,True,False,0
TXNuser_0001-255395542,user_0001,11687.55,9.366365009133801,13,0,0,0,0,0,2,0.0,0.0,0.0,16283.8,0,0,0,27854.73153846154,38934.197883909386,-0.4152437296041757,False,False,True,0
TXNuser_0001-709930620,user_0001,3096.99,8.038508793082643,0,1,1,0,0,0,3,0.0,0.0,0.0,27971.35,0,0,0,26699.932857142856,37655.49208828057,-0.626812758197595,False,True,False,1
TXNuser_0001-297065694,user_0001,14640.57,9.591620022202616,10,1,0,0,0,0,2,0.0,0.0,0.0,14784.539999999999,0,0,0,25126.403333333332,36793.95144529322,-0.28498796463663617,False,True,False,0
TXNuser_0001-997582457,user_0001,4947.16,8.506771069287066,19,1,0,0,0,0,2,0.0,0.0,0.0,17737.559999999998,0,0,0,24471.03875,35642.86626925635,-0.5477639930108613,False,True,False,0
TXNuser_0001-497419679,user_0001,7076.74,8.864709926690168,1,3,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,23322.575294117647,34834.40120637269,-0.466373318659073,False,True,False,0
TXNuser_0001-18651112,user_0001,5640.45,8.63789640364815,3,4,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,22420.028888888886,34010.58024191847,-0.4933634995208886,False,True,False,0
TXNuser_0001-959250063,user_0001,7447.97,8.91583104678194,14,4,0,0,0,0,1,0.0,0.0,0.0,5640.45,0,0,0,21536.893157894734,33275.75717869977,-0.4233990253695332,False,True,False,0
TXNuser_0001-235862019,user_0001,4420.38,8.394207143536669,6,6,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,20832.446999999996,32541.100450972863,-0.5043488625938382,False,True,False,0
TXNuser_0001-591154049,user_0001,8187.37,9.010470133840347,19,6,0,0,0,0,1,0.0,0.0,0.0,4420.38,0,0,0,20050.92,31918.701902154484,-0.37168021545385027,False,True,False,0
TXNuser_0001-156286122,user_0001,16305.49,9.699318467059593,15,0,0,0,0,0,1,0.0,0.0,0.0,8187.37,0,0,0,19511.667727272725,31251.984313894747,-0.10259117293384941,False,True,False,0
TXNuser_0001-438947872,user_0001,31750.17,10.36568485403558,18,0,0,0,0,0,2,0.0,0.0,0.0,24492.86,1,0,0,19372.268695652172,30540.769794595773,0.4052910711680264,False,True,False,1
TXNuser_0001-902651415,user_0001,6498.24,8.77944052597077,19,0,0,0,0,1,2,0.0,0.0,31750.17,48055.659999999996,0,0,0,19888.014583333334,29976.134145586984,-0.44668116703449384,False,True,False,0
TXNuser_0001-653269204,user_0001,1704.51,7.441619465224683,16,1,0,0,0,0,2,0.0,0.0,0.0,38248.409999999996,0,0,0,19352.423600000002,29466.92555652013,-0.5989058331229624,False,False,True,1
TXNuser_0001-959814747,user_0001,5718.96,8.6517170913424,21,1,0,0,0,0,1,0.0,0.0,0.0,1704.51,0,0,0,18673.657692307694,29078.282545173446,-0.44551110170218694,False,True,False,0
TXNuser_0001-455662724,user_0001,54129.0,10.899143839791023,23,1,1,0,0,0,2,0.0,0.0,0.0,7423.47,1,0,0,18193.854074074075,28622.38995550958,1.2554907532803248,False,False,True,1
TXNuser_0001-394731651,user_0001,33210.67,10.410656599164907,1,3,1,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,19477.252142857145,28896.678645318312,0.47525938969348885,False,True,False,1
TXNuser_0001-2231829,user_0001,6992.88,8.852790759912503,3,3,1,0,0,0,1,0.0,0.0,0.0,33210.67,0,0,0,19950.81827586207,28490.343023171165,-0.4548186122337451,False,False,True,0
TXNuser_0001-780800556,user_0001,5365.23,8.587880892534388,9,3,0,0,0,0,2,0.0,0.0,0.0,40203.549999999996,0,0,0,19518.887000000002,28094.60698139464,-0.5037855489266361,False,True,False,0
TXNuser_0001-480383536,user_0001,5542.18,8.620323622282417,2,4,1,0,0,0,2,0.0,0.0,0.0,12358.11,0,0,0,19062.31741935484,27739.121098167714,-0.48740323716485384,False,True,False,0
TXNuser_0001-49520720,user_0001,5197.56,8.55613694314232,7,4,0,0,0,0,2,0.0,0.0,0.0,10907.41,0,0,0,18639.813125,27392.515447438396,-0.4907272262305888,True,False,False,0
TXNuser_0001-139067166,user_0001,8202.82,9.012355178434753,14,4,0,0,0,0,2,0.0,0.0,0.0,10739.740000000002,0,0,0,18232.472121212122,27062.465685242765,-0.37061117186677184,False,True,False,0
TXNuser_0001-476026526,user_0001,3596.74,8.188061149531446,1,6,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,17937.482352941177,26704.72710611341,-0.5370113798937944,False,False,True,0
TXNuser_0001-281386177,user_0001,7736.93,8.953889488954356,4,6,1,0,0,0,1,0.0,0.0,0.0,3596.74,0,0,0,17527.746857142858,26420.514435840185,-0.37057631413343467,False,True,False,0
TXNuser_0001-291842151,user_0001,1443.15,7.275276192174157,19,6,0,0,0,0,2,0.0,0.0,0.0,11333.67,0,0,0,17255.779722222225,26091.42121638117,-0.6060470831038696,False,True,False,1
TXNuser_0001-80366175,user_0001,13416.2,9.504292744941322,18,0,0,0,0,0,1,0.0,0.0,0.0,1443.15,0,0,0,16828.411351351355,25857.49438917319,-0.13196218086699396,False,True,False,0
TXNuser_0001-217139339,user_0001,8655.1,9.066019553699753,8,1,0,0,0,0,1,0.0,0.0,0.0,13416.2,0,0,0,16738.616315789473,25511.681143163845,-0.31685549338858626,False,True,False,0
TXNuser_0001-30804935,user_0001,4184.53,8.33938861767686,17,1,0,0,0,0,2,0.0,0.0,0.0,22071.300000000003,0,0,0,16531.346666666668,25207.01924705031,-0.4898166080510085,False,True,False,0
TXNuser_0001-708383144,user_0001,13172.41,9.485955683014815,20,1,0,0,0,0,2,0.0,0.0,0.0,12839.630000000001,0,0,0,16222.67625,24958.220432410813,-0.12221489341599517,False,False,True,0
TXNuser_0001-991782701,user_0001,7366.63,8.904851359518954,2,2,1,0,0,0,3,0.0,0.0,0.0,26012.04,0,0,0,16148.279512195124,24648.871735485674,-0.3562698368685431,False,True,False,0
TXNuser_0001-127783065,user_0001,8124.58,9.002772389265562,7,2,0,0,0,0,4,0.0,0.0,0.0,33378.67,0,0,0,15939.19261904762,24384.099354051683,-0.3204798547439128,False,False,True,0
TXNuser_0001-273914004,user_0001,1269.06,7.146819422431158,8,2,0,0,0,0,5,0.0,0.0,0.0,41503.25,0,0,0,15757.457441860466,24121.51989901273,-0.6006419787193203,False,True,False,1
TXNuser_0001-836408931,user_0001,7196.7,8.881516809526458,17,2,0,0,0,0,4,0.0,0.0,0.0,29932.680000000004,0,0,0,15428.175681818184,23939.238602567882,-0.3438486836809932,False,True,False,0
TXNuser_0001-254410841,user_0001,5684.82,8.645730635009192,1,3,1,0,0,0,4,0.0,0.0,0.0,23956.97,0,0,0,15245.254,23697.429236275188,-0.4034376009599061,False,True,False,0
TXNuser_0001-726043864,user_0001,10727.12,9.280623610581282,6,3,0,0,0,0,4,0.0,0.0,0.0,22275.16,0,0,0,15037.41847826087,23475.004961042567,-0.1836122499404763,False,True,False,0
TXNuser_0001-515068468,user_0001,7012.56,8.85560069705291,13,3,0,0,0,0,3,0.0,0.0,0.0,23608.64,0,0,0,14945.71,23226.95070129656,-0.34154935368064304,False,True,False,0
TXNuser_0001-94977890,user_0001,8292.5,9.023227354446098,22,3,0,0,0,0,3,0.0,0.0,0.0,23424.500000000004,0,0,0,14780.436041666666,23007.039031252072,-0.28199787173193597,False,True,False,0
TXNuser_0001-961588079,user_0001,6401.73,8.764479740895844,16,4,0,0,0,0,1,0.0,0.0,0.0,8292.5,0,0,0,14648.029183673469,22784.979967246592,-0.36191821083571385,False,True,False,0
TXNuser_0001-880115695,user_0001,3753.43,8.230691755072618,1,6,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,14483.103199999998,22581.415693946517,-0.4751550277193799,False,False,True,0
TXNuser_0001-865706966,user_0001,6617.27,8.797589285473466,16,6,0,0,0,0,1,0.0,0.0,0.0,3753.43,0,0,0,14272.717450980392,22404.89451840547,-0.34168638663714723,False,True,False,0
TXNuser_0001-743856764,user_0001,34566.55,10.450670659707088,19,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,14125.497307692307,22209.538561409638,0.9203726874283292,False,True,False,1
TXNuser_0001-887683517,user_0001,7818.24,8.964342642115657,8,1,0,0,0,0,1,0.0,0.0,0.0,34566.55,0,0,0,14511.177547169811,22173.44074984581,-0.3018447891185473,False,True,False,0
TXNuser_0001-409730837,user_0001,1460.13,7.286965387942782,11,1,0,0,0,0,2,0.0,0.0,0.0,42384.79,0,0,0,14387.23425925926,21982.137925471045,-0.5880731120461411,False,True,False,1
TXNuser_0001-377828776,user_0001,8203.97,9.012495347210377,20,1,0,0,0,0,2,0.0,0.0,0.0,9278.369999999999,0,0,0,14152.196,21847.29588000255,-0.27226371779239644,False,True,False,0
TXNuser_0001-340138276,user_0001,9311.82,9.139147224513549,19,2,0,0,0,0,1,0.0,0.0,0.0,8203.97,0,0,0,14045.97767857143,21662.36107103672,-0.21854301398849602,False,False,True,0
